user_id,product_id,count,total_count,rating_by_order,rating_by_product,product_name,aisle,department
98051,48104,2,323,0.05405405405405406,0.006191950464396285,Organic Lite Coconut Milk,soy lactosefree,dairy eggs
146113,5612,1,371,0.043478260869565216,0.0026954177897574125,Reduced Fat Milk,milk,dairy eggs
13776,48364,3,235,0.075,0.01276595744680851,Sweet Onion,fresh vegetables,produce
19328,37193,1,274,0.045454545454545456,0.0036496350364963502,Shelled Edamame,frozen produce,frozen
40003,30985,1,331,0.03225806451612903,0.0030211480362537764,Sea Salt Snack Crackers,crackers,snacks
109496,28755,1,249,0.03225806451612903,0.004016064257028112,Uncured Bacon & Eggs Scramble Bowl Frozen Meal,frozen breakfast,frozen
35239,20524,1,243,0.038461538461538464,0.00411522633744856,Less Salt Soy Sauce,asian foods,international
138263,22627,1,247,0.02702702702702703,0.004048582995951417,Gluten Free Flour,baking ingredients,pantry
188307,11136,1,319,0.03225806451612903,0.003134796238244514,Organic Low Sodium Chicken Cooking Stock,soup broth bouillon,canned goods
123870,34448,1,254,0.05263157894736842,0.003937007874015748,Original Veggie Straws,fruit vegetable snacks,snacks
194097,16797,9,274,0.6428571428571429,0.032846715328467155,Strawberries,fresh fruits,produce
145429,17734,3,383,0.1,0.007832898172323759,Gluten Free Soy Sauce Tamari Lite,asian foods,international
141383,34893,1,363,0.043478260869565216,0.0027548209366391185,Chai Rooibos Herbal Tea Bags,tea,beverages
199212,17948,1,392,0.02,0.002551020408163265,Frozen Organic Wild Blueberries,frozen produce,frozen
147791,26209,4,401,0.09302325581395349,0.00997506234413965,Limes,fresh fruits,produce
175918,6719,1,285,0.07692307692307693,0.0035087719298245615,Mini Babybel White Cheddar Cheese,packaged cheese,dairy eggs
139138,22290,2,316,0.06060606060606061,0.006329113924050633,Organic Chai Tea Bags,tea,beverages
138826,16696,2,379,0.125,0.005277044854881266,Coke Classic,soft drinks,beverages
118573,41319,1,359,0.03571428571428571,0.002785515320334262,Sea Salt Caramel Gelato,ice cream ice,frozen
117037,29270,1,241,0.07692307692307693,0.004149377593360996,Beet Apple Carrot Lemon Ginger Organic Cold Pressed Juice Beverage,refrigerated,beverages
